Enu Ex El Plx Ply Plz vtx_x vtx_y vtx_z w
36032.007081043776 9057.040732730653 26975.905522560104 7.135189026512765 26975.90390026791 6.050083740285558 -8.059115856246125 -1269.6758805522695 2.5310332495719194 2.0499038129392485e-09
31231.009838509854 1070.4899073966178 30161.459105360213 -0.597601690443355 30161.458954736587 -2.9525861865740355 -4.189702034722332 -32284.73081735405 1.1946233017370105 1.8830610453445525e-09
13808.941054826273 944.4780485494156 12865.402180523832 11.103251493207125 12865.397378380329 -0.519263420863967 -12.055914908639808 -25633.10076646204 -6.507657376118004 1.1152109091239e-09
139911.25560492344 83237.51715882297 56674.67762034751 -39.83248352047296 56674.66094335464 -17.426652108760063 5.606326906684687 -11834.844971681712 9.422609225846827 4.372916134861264e-09
87480.44546765993 27872.526009911748 59608.85863199514 -29.911272455675075 59608.850327842076 9.762516059837226 6.149128798073629 -3747.1058786413632 -1.0273430403321981 3.5734938347968693e-09
43391.66600834627 5479.803916496484 37912.80126609676 10.453229734517896 37912.79976781163 2.080191063988189 3.822729622462563 -5502.258986870991 -3.490569586865604 2.3825261206712353e-09
2535.415910751974 245.0747482554872 2291.2803367434617 1.891026256089132 2291.2791896748113 -1.292039619027544 2.231187045608011 -7434.292429124704 -0.64387615211308 2.691884981349805e-10
24753.066007119527 8198.69740519786 16555.307776168644 -33.29402935626684 16555.2742542728 1.1941221105237638 10.88385272785254 -1074.5290100018028 10.827694016508758 1.5257226633646726e-09
131343.36548724442 34180.426260698485 97163.87840079294 15.888762179870858 97163.87469119439 -21.642874600298413 -8.299036906930787 -17919.8149632602 8.610640438273549 4.248031034274897e-09
18552.46894945622 7192.001400485604 11361.406723217593 25.72533184758233 11361.377276106796 2.7048984629904944 -10.691959636861725 -9385.13255350967 -2.73457832634449 1.3522860740450544e-09
8277.253449436024 256.5897782677314 8021.602845415268 -11.538063136477644 8021.588108671201 -10.162988462156202 -4.037067372169752 -2853.0339618283324 8.449200423434377 6.942009674007626e-10
24377.83569499993 4115.611570979283 20263.16329826762 4.9697900692190835 20263.14885157575 -23.680396266416444 1.5868514988302256 -16955.218528827652 21.59338172338903 1.4048899152298448e-09
20238.93014279851 473.9473101705399 19765.922006874946 -17.442458496738414 19765.914138852466 -2.605158993548517 22.237578151390153 -21614.604939229554 -5.515356783755124 1.4583241117710356e-09
86648.07313478616 7980.810231909484 78668.20207712364 60.54223348276129 78668.17618868282 -20.194561624118148 -9.874343876298132 -15279.853822647594 -0.19583531841635704 3.5379235366868134e-09
50132.78601897962 3376.61360569623 46757.11158753037 17.910229539054505 46757.10089432284 26.061070497935987 -1.2530221935766206 -25238.068232599646 -9.509715960361063 2.6865500843005504e-09
46360.09072323625 9114.640967067746 37246.38893041548 11.372802809302963 37246.36811671825 37.697717220435756 4.425141661266209 -12675.992581486003 -7.739948879927397 2.5376786203317337e-09
5076.899186311778 3282.9299205931743 1794.90843996558 1.8927277365344999 1794.8907331877272 -7.744042517911908 -1.0194043956616885 -1596.5143533542287 3.891491216607392 4.790479714683408e-10
13301.253819726924 3987.397219534494 9314.795774439403 -2.5529639960302157 9314.790967191846 9.1119836746802 3.378090488574213 -16792.14293374424 -18.945890326984227 1.1519163916702455e-09
22119.100700125287 378.3880960718748 21741.651778300384 4.952045016528749 21741.650801919295 -4.233480922759635 -5.073149098962534 -26665.679016291862 15.90736145991832 1.3677086087407478e-09
18652.34019147153 10897.07589858284 7756.203467135664 -31.06354657037587 7756.110674982088 21.78223925523234 13.93184754704856 -4918.662923825905 -17.069086159579456 1.4574362533843927e-09
7159.0502734089205 3785.5911463962093 3374.398301259684 13.49374885303535 3374.347341730577 -12.720867825232082 -13.708501183343103 -2849.4623335632496 2.730331120081246 6.398911227458074e-10
45051.64723644118 14554.966286997336 30497.62012369082 -9.410047423399067 30497.61718435774 9.524975725413672 14.25049729114785 -34269.50997923198 -10.980331250466406 2.5351863357240594e-09
11260.934559347805 7171.909622078523 4089.964111516261 -16.95773139309784 4089.9282818528045 -2.3466942429208477 10.580056576194547 -284.9616735135205 1.6325069591403008 9.164065867517148e-10
48646.23215927606 28816.013609605794 19831.157723917255 -7.6999981926114 19831.155143325814 -6.561332881925392 11.799837468773797 -5824.715983825037 -4.838666376657784 2.576996825876306e-09
160898.7194620044 7050.7182566909605 153848.9403795604 37.84766391644781 153848.93452088605 19.24174676994015 -6.970159244696555 -3015.6860416911077 -0.18062948435544968 4.987403627139169e-09
289.6245018188135 12.280711418822067 278.2829646469663 2.0655488435188607 278.27490059194685 0.45875650387478983 -14.268871265586755 -1807.9878097970504 4.017507296055555 3.349655063722849e-11
15505.946006467011 82.20872617948739 15424.676454534498 1.7735085440902776 15424.675902830164 -3.723335218708303 -11.634739009498194 -29285.443561633117 9.303060796111822 1.1107981339039011e-09
72491.96375011088 2142.4114129027876 70350.49151145505 -5.544409482176145 70350.49125626721 -2.270141077832321 7.0537712613390005 -19855.433466092683 3.7761481339111924 3.1206301400922244e-09
46956.1436641335 3716.1808819732832 43240.90195640719 46.821960088887266 43240.87476038714 -12.635387744598093 -6.4548591305924505 -1782.7934188391082 -1.7778978552669287 2.4793344738107485e-09
41610.01198374709 1958.8954850304822 39652.05567296358 12.097414288451954 39652.05338886297 -5.897454338664108 3.084147712184899 -25452.665245210286 11.103179824538529 2.1354368934110325e-09
44246.29331233329 3335.0426325229755 40912.18985405729 -26.272172824372742 40912.176849021846 -19.33624991206422 1.192664545083365 -12515.958137043519 1.2208505375310779 2.3507267769339475e-09
5317.823462146354 496.2611846789745 4822.501451714355 -10.57396744916136 4822.481132354257 9.173871754131389 -0.06515915689614651 -4783.609410047764 -7.203871908597648 5.28749884350212e-10
19920.610161165823 13746.105323773436 6175.444011639357 -2.581945634069483 6175.437012630791 -8.931198975142888 12.311459272689705 -12854.198015147354 12.90103869419545 1.2974323923220048e-09
27794.609396304044 2432.1764084647025 25363.372162086318 33.108715431908465 25363.32977299749 32.46629749469994 -3.3482997523985554 -3865.852449975442 4.933960698544979 1.707236304229854e-09
59683.95041640959 1276.0899814963282 58408.79960916023 -29.823694422368778 58408.79199500616 0.05681638886625012 16.71384867112892 -19953.687779988395 5.847840924747288 2.7499607110050405e-09
59473.38742786604 21223.45508301138 38250.87151910163 25.645730663290003 38250.86208271312 -8.011580052677003 1.7750867283634013 -2497.681700975634 11.22285752557218 2.6560873414449884e-09
82654.01798758974 12723.866508879504 69931.09065295721 4.156739853984683 69931.09050233904 1.943228308158936 8.459263395302631 -16515.104132515844 2.2660699244588614 3.3965194532006844e-09
24376.457038898032 7450.404696066595 16926.991517078408 -19.939653549634787 16926.975235001395 12.3940286587157 -8.90580989891623 -1117.182436445728 0.3919404037296772 1.6042643514913634e-09
8626.9609648714 3633.3686004963574 4994.531538622019 9.544766546221727 4994.520688499152 -4.155563965805143 -0.8913166691904717 -4907.829853635281 8.641438219696283 7.163530284268778e-10
108152.80007193629 2933.25518229479 105220.48406388846 -3.783069088104541 105220.48390078593 4.472212052841237 0.27617929683702175 -31174.242910408648 8.266760365106165 3.819788133383954e-09
165230.781351376 73042.88924201508 92188.83128360787 -14.535374147066175 92188.81331961237 55.68546410395289 -6.745580848112892 -26973.74832833442 -9.746208103373647 5.321252658485892e-09
11080.706469594936 8072.669936401936 3008.97570743998 -2.9202036989797864 3008.962382185612 8.464738771999915 4.270935929278364 -6772.440179727739 -21.77249559573829 1.0175215605406473e-09
125473.55219203063 49400.05428447064 76074.43708180699 8.181809065409757 76074.43577839789 11.461198106975122 8.640766199363124 -4877.431813282194 -10.353459763340652 4.594550254004517e-09
39783.977404124395 21475.35982848744 18309.55674988393 4.990120080288638 18309.55566509655 3.848569723216571 -14.238026985026826 -22552.44352444634 -2.716280839405954 2.248364058234657e-09
60908.703685267195 3990.4790249725324 56919.16383454164 36.515494869151176 56919.15170534497 6.882934572649895 -5.61185269459253 -14279.31467872695 5.978036779910326 2.779641675227723e-09
10977.84445343392 4131.425363648319 6847.358264032575 6.550813036638783 6847.345846877366 -11.27497012616851 -11.691201221736948 -13982.63204824971 14.013939581811428 8.348182850220984e-10
262865.23707565403 1194.4351260687417 261671.74112383227 -4.896066695588569 261671.74009831328 22.64323413405526 9.38763826566576 -6178.89402982546 7.967938025481999 6.169763139647075e-09
13910.19678314236 2548.4672808552095 11362.668676534126 8.305155044753858 11362.607442475997 36.367212085181585 -10.824790707996401 -4590.977896841941 -4.604010818526149 1.1102184564696673e-09
142335.15846280134 80383.35337576485 61952.74426128342 -72.5686404940071 61952.701670189956 3.324106187142833 8.015448806857068 -4028.487971374998 -3.9079152047634125 4.7613171808097404e-09
152607.9725935275 6797.550769146504 145811.36099862796 -16.8103512687958 145811.3566332709 -31.47122846986744 -10.694972218051769 -1868.903106839396 -0.9113232158124447 4.8663048484872446e-09
2971.0039566401415 748.857078151475 2223.0860527356413 2.362729803799042 2223.072926631762 -7.26409586996518 -5.90859146343418 -1622.04389417707 2.294935598038137 3.046293872990353e-10
25670.895391238777 535.3529524123568 25136.481613073396 -5.627415249664392 25136.48097804473 0.4957886731328158 -1.6625085035232536 -13086.59077574662 1.70777574647218 1.6508499749480013e-09
13461.870972716933 4892.089354158629 8570.720792805278 14.421494536683705 8570.708658786938 -0.061245025743972385 -16.60162477245191 -3957.600742040202 -8.917758647352457 1.1079476040112589e-09
75024.13580090286 4121.9978516393785 70903.07712351046 6.517016524392541 70903.07618765294 9.498825487270675 -10.14344985033833 -8600.531074588653 -12.054750970564783 3.4628686529993607e-09
29716.861512044317 1947.292988540093 27770.507697751196 12.179622354447323 27770.499698424523 17.202799120378273 -3.005543531433648 -1918.5592088496778 6.865809909999371 1.7642139845858622e-09
45248.40032757312 18059.522730237957 27189.81677158214 -8.47243834365216 27189.815287383073 2.9861051619645416 7.938520863592115 -21808.118402465712 6.709124566987157 2.309599245435383e-09
13631.03481686423 1670.724196633625 11961.249794477579 5.782465173480742 11961.248392772799 -0.2901945600694006 -12.015778329764032 -18347.77929086238 -1.8156465450301766 1.0777289786962452e-09
18536.162216301746 16141.413386528706 2395.6880040200294 20.704743817287362 2395.5806111674538 9.26555037814511 -10.877401663435553 -900.2419848090503 -2.3235773807391524 1.3484777512334561e-09
24733.90387762518 6532.974560686979 18201.868491185174 -3.496656518400447 18201.86790760251 -3.0011362853533656 10.703219993396784 -12255.735412403243 -0.32631941698491573 1.6265221839645254e-09
16998.85470316155 933.4347740160858 16066.359103392437 -2.1427649891299336 16066.35848194115 3.9199889278209143 -3.3782099107580343 -6463.782624958549 -0.7091700900346041 1.257741090539562e-09
32997.068870967276 19264.621013966418 13733.38703124784 -25.82411644612463 13733.257560387894 53.75159477810641 3.2930900354937624 -3888.7728299531154 -9.877893572673202 2.068460083070983e-09
9561.322256604868 1120.0751142630068 8442.186316588839 -0.6006913070128544 8442.178495003793 11.475648198256627 7.5115788060914 -4912.279196017887 -3.2381781050935388 8.30292092128199e-10
45302.39156395295 2965.17908096463 42338.15165723529 -17.293629126064264 42338.141752973956 -23.228761630403373 1.1556339959239819 -24738.377992040012 21.286670700646937 2.1031769084317175e-09
5805.140751860418 2139.031517441859 3667.0484086655347 -8.34934211933694 3667.0352173641645 5.198406473710163 15.266752089423965 -6611.353780590463 -1.7991504976525903 5.53107502969732e-10
63179.652729263194 33417.70187519934 29762.890028310816 -44.63585782021242 29762.85374151438 12.947107004305643 19.279193770003385 -8985.481651132694 -2.6465935418382287 2.983547271424289e-09
49551.82984327337 30048.065239830394 19504.703777689963 12.875738655030082 19504.693120510685 15.809311390793017 6.3819544962904 -3259.8012610494625 1.2394714718684554 2.520727405339002e-09
8228.74015421558 2386.4413417680266 5843.237986694526 16.52315961486151 5843.205621462782 10.257118908054608 2.1131551444375454 -1255.2534346266184 2.1445210808888078 7.176776367198821e-10
5827.597561040779 5223.075037341228 605.461697946522 -13.33548948602494 605.297823961294 -4.534924970046897 21.846182696928512 -627.1397465751506 0.875898783095181 5.468144632837872e-10
33156.834150976116 17479.87232073282 15677.901004490272 2.2750299916805576 15677.898252097904 -9.006471972437708 -7.48292034431407 -13096.34973068256 14.9778902688995 1.8023529681509758e-09
82101.44951323284 22340.719258828845 59761.66942865099 11.606246513750913 59761.666754202364 -13.599371328902105 4.63315004036577 -26925.693202491384 -4.356828961521387 3.5074663458170826e-09
51515.20911135803 6666.844242685432 44849.304042919575 -55.68267564816616 44849.269369022506 -3.1028326757434415 10.421747639674663 -4588.194529660046 -3.247761132195592 2.645099821186811e-09
68087.04258686936 2368.075029327229 65719.9067317891 36.102057907886525 65719.89625823934 8.559881310057293 -13.052265486497049 -17153.10233821231 8.384773843921721 2.929176267024771e-09
23974.90793301282 7897.722897860552 16078.124209399242 16.976656833807805 16078.11378926336 -6.845022166116636 -15.172270964214073 -24270.096848928602 2.865659737959504 1.5655054386599609e-09
7521.913812811514 913.6318292372163 6609.22115782127 0.6263169016410702 6609.215810734705 8.383119358838544 -8.652822536539684 -11022.040932270233 -13.218618124723434 7.233858200879531e-10
72851.76514053992 1820.1801976514491 71032.52411713544 7.302999625205595 71032.52082798169 -20.345240466184343 7.46924827683231 -27378.468586877687 11.644995328970253 2.9870605877594665e-09
22561.19553577461 748.0476417875741 21814.087068234006 3.109577989721362 21814.086820992918 1.0516835545011647 -7.414931791421657 -16474.955579529284 -7.22249620873481 1.5846525929831972e-09
3678.73727609966 245.58926928955287 3434.0871810570825 2.579789368959308 3434.0774075641375 -7.775569514126866 -9.157672513440577 -1492.214055347722 10.53713231254369 3.50027399311947e-10
16865.192871591727 4052.1111640137055 12814.020881824994 1.2715989752115557 12814.015007654683 -12.203086490185001 -11.117736172381521 -14402.727901739301 16.932056855410337 1.1234355476407002e-09
36622.92037269083 2011.8112491187512 34612.048297819056 12.009750199924195 34612.04621006756 0.5267289404933174 -8.24292474759824 -23843.772616993403 6.881137396208942 2.019707609672207e-09
24275.205759533805 1244.6508749393072 23031.49405884147 -10.240671381844553 23031.49151633154 3.497582607721 11.090945761446246 -9578.302287425846 5.513586371205747 1.554889365934828e-09
21817.17785872253 14.352191855113103 21803.764841114396 -0.7762901585829838 21803.764728849157 2.0692558091152895 -7.482810738111265 -35356.058069001185 -13.965679912827909 1.601843627380452e-09
113923.72401133762 16887.87303819917 97036.79014738544 57.06383402942879 97036.77315853098 -6.387112360020911 -16.525531695232793 -15952.328369587427 4.754229624755681 4.0175690315395265e-09
46296.123338668 23259.92049769058 23037.142015224406 8.412323139209033 23037.140195671684 3.613342131133616 -11.226350952438022 -22644.0197586501 0.35350804775953293 2.4308952555682636e-09
40620.72576827011 1097.5249948456312 39524.13994767145 -24.730945279235655 39524.13220444457 0.6766741828993228 -0.5039648137904801 -10958.274343219353 9.663363960571587 2.1208172639352612e-09
13919.900023646624 833.118503751753 13087.720694141843 -10.088053738003481 13087.715551256515 -5.730381761352694 13.13777793305987 -17275.810793195153 15.086498932912946 9.897880045335657e-10
185322.73894217008 78905.13812655037 106418.53998986667 31.774575505825606 106418.51494710044 65.72970256929968 -13.8548170117632 -35349.48371191416 -13.782297514379025 5.769990126608148e-09
16594.484121690606 322.18166739616294 16273.24162854142 -5.888744861216041 16273.23950112955 -5.8780345832809076 4.311405238608794 -23422.402330480516 8.007850707508624 1.1747745186574029e-09
25022.932552768667 16323.893750120991 8699.977976894652 11.80581297856704 8699.903845712268 -33.91880642147906 6.352732274258604 -518.7832277510315 1.3686829349026084 1.624024090963696e-09
49220.94017482034 27033.98437624112 22187.89497282621 -6.313614122656023 22187.891765163542 10.122730230993351 14.188281004531989 -32675.68154097814 -16.723026987165213 2.7517686267029187e-09
36095.50248235482 8342.18296725592 27754.258689345883 -3.4001682475480517 27754.256968502006 9.162378581759711 10.726561882571616 -36804.86988376663 -16.497616643086076 2.263518418036632e-09
25921.45506606932 18657.631703432682 7264.762536883603 -9.804897310652283 7264.75574261267 1.6032182555540706 15.014798453302852 -6143.939100287622 -10.45262667350471 1.7703879425109494e-09
3011.4711001304986 22.79123296491001 2989.619041412563 -1.6986361512771753 2989.6182978855836 -1.2446669476110468 20.454585155318416 -24897.070445193676 2.128233453258872 3.0878065096218103e-10
8725.859378991529 5382.8420658262285 3343.9564874122766 -2.515821550038469 3343.945723517775 8.102305355209918 3.107014129956018 -686.5159299650695 -2.5983787830919027 7.70573319996357e-10
9387.440555956875 2388.458630585735 6999.921099618115 -4.497294940103065 6999.910412361049 -11.374663633759036 7.839242494967288 -9272.361873826245 19.641075525432825 7.126981837579673e-10
11264.721490978858 5699.72747750223 5565.933187723606 8.920449463618322 5565.913034388692 -12.03155196995681 -4.94215078255358 -6166.510307008866 17.43375234492123 8.321589370847841e-10
5958.39570878856 216.71004762083328 5742.624835414703 5.22656926495611 5742.622281746903 1.4146786764181145 -2.7762270917909952 -14740.248636309989 -2.8972799703478813 5.680779541881211e-10
15637.175920904256 11404.813097827197 4233.301997324035 2.0838694077176414 4233.290999461045 9.421292605945101 -5.870793066208744 -9419.67422564677 -10.693227868527174 1.2468531356009346e-09
3891.6824412856677 3276.473436062861 616.1481794697787 -15.498641611501645 615.9140174477111 -6.948605604685516 20.90177380992089 -518.0532845200505 -1.8398484149947762 3.9472829073906894e-10
24708.15115231859 2557.7434301705653 22151.346896394993 -3.092374557482252 22151.33624794076 -21.49839877566297 -10.140065115202162 -4385.996304291999 10.438649321906269 1.5275427028583252e-09
42380.01400118592 814.1759997209242 41566.77717571197 -3.3514885341264713 41566.7762481684 -8.11580889451463 6.661362460101777 -27621.13548207213 -4.219060393050313 2.3567024543128237e-09
10212.711474440455 338.9850801558197 9874.665568531611 1.0618463181631022 9874.665329843094 1.8908350534678968 -7.180235959087766 -14297.872768595582 -8.131999871693552 8.959557791906427e-10
58812.76311425308 27553.926045857363 31259.77624264269 -52.330214958161896 31259.689659713687 -51.71707567317269 -2.5273828716593125 -4725.038224695949 16.14593136124313 2.555572088169667e-09
127697.11871207436 67564.49986662871 60133.558019692646 9.307890479637761 60133.551250587436 -26.971331571601233 6.37972259095218 -20626.905867025023 15.4252746142447 4.0059825040075435e-09
5895.169071420605 174.92943649907727 5721.178809168503 -7.065720474763701 5721.17301813771 4.040722986763205 21.652875310732004 -11359.875133007765 0.24760849960148335 5.539519306325391e-10
16004.19691814344 2185.0130942642136 13820.122998126199 -12.544338992622329 13820.116274855243 -5.3349051957877585 -7.19699418868776 -3180.226754702162 -4.346609191969037 1.2269310945301288e-09
2080.7010373706344 126.79042636522745 1954.8497852523817 6.231399365934137 1954.836940116361 -3.373270821736902 -4.801142578208425 -696.6595463892445 8.427562544122338 2.1353105217994365e-10
53774.13259744422 4039.720113250541 49735.35165844065 2.646869552642173 49735.35086638597 8.471667708109138 -10.635713161257376 -31332.07256386429 4.720493657514453 2.599426118911076e-09
220524.19672355545 66380.60871620195 154144.52718160045 43.972273576426026 154144.51691285244 35.10228620657286 -4.810879950139202 -9822.884985954035 -8.377895193174481 6.155964594912034e-09
36164.782653263566 6785.138368665466 29380.583458845074 17.25483049957843 29380.577992564795 -4.844031251763115 -7.510349626807507 -3104.5279451077804 -9.559433998540044 2.1920253593346212e-09
35799.40324587049 13373.304300632439 22427.038119485023 26.269634148862995 22427.013139458395 20.744892210795854 -9.982236260482074 -13043.201485877624 -11.527812140993774 2.199020020319192e-09
66525.88041579533 5975.7065842239 60551.1130058184 13.130240183629143 60551.10464429936 -28.985929816563452 1.7356864355356338 -15686.455259049078 11.345112062990665 2.8371214111336937e-09
36305.63277297948 22661.433248109945 13645.138699116493 -2.7719191831233188 13645.138097638708 2.952929995854152 7.175754593280695 -29445.53637294122 -11.447705027647316 2.2179829831942397e-09
33779.91870268797 15472.622563148228 18308.23531378672 -9.968804247873434 18308.230697172457 8.346009674505465 -2.32173808645658 -7821.603138214676 -10.21237426996231 2.1035365787628766e-09
45155.212545728806 9017.813781459947 36138.33793851583 6.985947657163829 36138.33246866049 18.615270706372677 0.5642101706790771 -15598.911349449074 -15.434518113732338 2.5936250189951877e-09
13604.813641619978 1553.6667629665649 12052.086052900386 12.27723493704744 12052.079770235441 -0.8347072897858758 -3.5057506311012236 -9823.269352178322 -7.8469190914183855 1.109932972046092e-09
1840.3221112896763 582.3784496008107 1258.8828359358408 9.081742506528247 1258.844340866067 -3.798798849095312 -5.648140077213966 -37.38288427167572 10.909168158657849 1.8813427276388153e-10
49775.19198164493 4119.1805144366 45656.9506414553 18.66751036493639 45656.94518700466 12.2302915243458 -11.634894644844843 -12808.530489810742 -3.951559725217521 2.6013961829405027e-09
21338.029056899602 9913.461661866639 11425.506569279945 -6.461399530131965 11425.50474054712 -0.16597253206559026 14.879091013663743 -30037.94386964338 9.227022788487375 1.3924254684689596e-09
154093.4412787119 42413.81994264206 111680.56051031685 75.72504170875673 111680.52889588155 -36.4299547206008 -6.348661025899924 -11045.41961412318 7.973578157834709 4.649260646965577e-09
16533.105666398475 1434.2653518693992 15099.779488776048 4.285283692129216 15099.758051656347 25.0801969929692 6.266030894158502 -19.5979749977123 -7.049448322504759 1.2735703291184957e-09
54159.43391377956 10807.979359150791 43352.39372887574 -35.52981183674235 43352.37667461397 14.707384465431854 14.310376740744159 -5018.799960443284 6.610981070436537 2.581940116273176e-09
36943.73964734967 14947.410237778644 21997.26858381801 -6.953924166596647 21997.26746922495 0.8171777938693777 -1.0309371318580118 -22466.188832070213 -7.341138418763876 2.19606505446741e-09
1618.9456848722825 513.9456103784893 1105.9392487407683 10.781454285437535 1105.8285935326767 -11.335462524138823 0.6217300252893029 -691.4468819268513 5.009964440949261 1.7315003666479543e-10
58136.8754993832 22736.737864556027 35401.07680907415 35.0827232011638 35401.04491431026 -32.053210823333 -15.039602516102715 -14893.625585647533 5.511229578405619 2.712313149627647e-09
247061.0186867765 67284.389328756 179777.5685322674 -29.856545407861876 179777.565757969 -10.29994068815193 8.042118709908166 -6431.874541972065 -1.4978331550955772 6.301942298875305e-09
8431.121758030038 165.27012450137912 8266.790807775636 -4.3544299970419145 8266.785443008941 8.350242805340248 9.57273119751444 -9176.011522588087 -0.14548129215836525 7.401415650231045e-10
3829.016507792587 1705.9173803280976 2124.038301711464 -21.610407174850096 2123.9026155256806 10.457821883098413 18.10060310989109 -2852.8087765905075 -6.842304681427777 3.995851401556513e-10
21605.288556657313 1034.2856141535442 20571.942116750746 3.2985153412826005 20571.936161901427 -15.300791753833316 -0.29308680614120713 -25590.74552629213 18.064660420641303 1.3262982250703314e-09
37781.27005129971 4153.609941342299 33628.59928420438 9.06748416179189 33628.598014409195 -1.7811323955895837 -11.81330569828271 -20404.607305340935 -8.364293220452964 2.240591127630524e-09
14213.31332275501 8974.350423007212 5239.902073994767 -5.611512276406579 5239.889941317879 9.779964041793063 -5.408585457350485 -443.910300365882 6.1832940792664886 1.0616726487905399e-09
78177.80116447224 33929.21818396417 44249.52215475505 -3.3181898013974944 44249.50445167677 39.44215573912448 -8.988041366455738 -5686.355606235098 -8.142392770387232 3.4787628805092042e-09
66765.8548949166 18544.751781701376 48222.0422874622 -0.8813626117315874 48222.041724237 -7.316541189713513 2.214742309111155 -23812.387798598036 13.684915449470282 2.8010329358455636e-09
29174.17233817997 7202.408644568191 21972.70286785875 -26.048763501472944 21972.656794766943 36.689907964757744 1.1775795603687227 -4841.306971702492 -12.983051711693406 1.9389009886215565e-09
243145.5061259959 4305.022500489643 238841.42279975317 9.331272027698144 238841.41867586586 43.3915477614379 -7.406311734197976 -3937.7757716367487 -9.670325469225645 6.524136012445763e-09
10265.191134195842 4763.299921851058 5502.830386591763 -2.864938081264621 5502.829487771035 1.2934764495265654 3.051993444698278 -274.3321193966549 -8.090632912702858 8.992849016290334e-10
10951.39042666929 1211.4647782214852 9740.864822694779 6.538488175231553 9740.859338538145 -8.004863240003443 -0.05879442414545117 -14287.044146416476 19.027828524820507 8.056716424504908e-10
66590.952633149 3758.143474627901 62833.7483327681 -12.961693058140503 62833.746616169374 6.9068089674083675 -0.7691481084307853 -28171.574899376137 0.9421803150326014 3.0165268144393234e-09
118822.1412412959 17285.40853356531 101537.67188197757 64.89565532974619 101537.65054398873 11.034569381695597 -8.196115993465694 -3594.195777724497 7.521923577412963 4.0461073633514815e-09
10101.51658639491 335.67801120684584 9766.77774943504 2.444351236914743 9766.76999767805 12.059572904464279 -1.376552243548973 -2638.669523118995 -5.421502182260156 8.762243557958266e-10
8732.74406680807 124.70928604636953 8608.973955008678 -2.5227310051211504 8608.973578969431 0.3151009082083796 17.951076599188376 -33095.93015830964 -6.621880728751421 7.879376278283443e-10
18352.233763462966 7065.598899390414 11287.574038319528 27.593477310573117 11287.537120754412 -8.485692808832002 0.7762721185742463 -32.90003822743893 -8.621808686293662 1.3826003485316742e-09
67879.87282776262 20558.675491431222 47322.13651057838 7.335398153046423 47322.13551757513 6.337415854830438 0.007281268507938827 -28664.185095061082 1.4720656191930175 3.0418806206125245e-09
17447.23960199839 7281.337459410505 10166.841316834854 -4.602445429687526 10166.84020901901 1.15425601224722 -7.388799997686991 -6256.804793250514 -6.485773409716785 1.3196078442902281e-09
16065.380746814379 988.5516206915679 15077.768300369784 -21.849067081646357 15077.738774322506 -20.32191013543711 -5.886722537735469 -1267.057627458591 -5.409792544320226 1.237139867386531e-09
30559.811989585385 4604.836551070398 25955.914612761964 14.432016848806363 25955.894395111052 -29.004147266775377 6.087152726916707 -5926.053413064918 13.984731226228178 1.7202878225589499e-09
12964.77016976706 3968.8690667400424 8996.840277273996 -12.437465968174799 8996.831608620307 -1.1310113835714801 14.334594902685525 -15672.651195216225 1.2534187156707048 1.0212454622120363e-09
8331.483977956637 2587.431843806706 5744.991308396908 -22.929564304840603 5744.8969095727825 -23.64013227981436 10.400848971388749 -1799.5235223961063 13.785451577976346 6.752943713595692e-10
